particle_key,o2,o2_label,particle_label,feature,modality,mean,std,median,q25,q75,n_valid
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m1_std_z_um,Spatial Distribution,2.6708026320726237,0.10345931191791259,2.6727891232200403,2.590686934618499,2.7199346462016956,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_axial_radial_ratio,Radial Track Structure,6.365955250945921,1.2291416097470365,6.213459830876571,5.569798661193016,6.968674440344026,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_complexity_r_spearman,Radial Track Structure,-0.030822496047982092,0.06469550971731189,-0.04214108653853566,-0.06271977079958795,-0.0068504336597466405,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_0.5um,Radial Track Structure,0.9338645815303035,0.016356455058593154,0.936462148962149,0.9224790753288162,0.9465819209039548,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_1.0um,Radial Track Structure,0.9600805913355103,0.012230036876301345,0.9623653194395265,0.9528989883738488,0.9695696460402343,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_1.5um,Radial Track Structure,0.9732307450867245,0.008849559959024544,0.9740575243273799,0.9686602098466505,0.9776379825673286,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_2.0um,Radial Track Structure,0.9823838197635958,0.0068054451085587915,0.9836065573770492,0.9794559585492228,0.9863375603864735,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_r_entropy,Radial Track Structure,0.41328273394647913,0.06683257148290186,0.410484277926259,0.36343142425403235,0.4518714689148836,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_r_kurtosis,Radial Track Structure,32.512400593962056,10.117990628833207,32.21128471872896,26.13935248387202,38.00461537630737,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_r_mean_um,Radial Track Structure,0.1742805829248141,0.028816509692990256,0.17208645749099877,0.1528680794804606,0.19657799300305367,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_r_skew,Radial Track Structure,5.353699778637026,0.7285306214909332,5.375621434831359,4.848928773972519,5.8886023476256035,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_r_std_um,Radial Track Structure,0.43360439025518227,0.0772786842798675,0.43382729203835807,0.3768017862869524,0.49244233346389843,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_ripley_K2D_0.5um,Radial Track Structure,59.01991859137905,2.037313841054619,59.39272705003674,57.64488130481831,60.462966809245955,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_ripley_K2D_1.0um,Radial Track Structure,62.44847815921421,1.5530159866647781,62.670073689917196,61.49695973919387,63.65729333612393,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m2_z_std_um,Radial Track Structure,2.6708026320726237,0.10345931191791259,2.6727891232200403,2.590686934618499,2.7199346462016956,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_dsb_energy_enrichment,Local Energy Heterogeneity,29.03517028535991,1.9464901026694355,28.82004609853724,27.499942542733944,30.514515715125192,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_dsb_voxel_energy_mean_MeV,Local Energy Heterogeneity,0.12205628122613726,0.005738279614726614,0.12233143742030289,0.1183376591253715,0.12466968395827108,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_dsb_voxel_energy_std_MeV,Local Energy Heterogeneity,0.04257959751250156,0.006084859678503566,0.0414157252431418,0.03835384985073736,0.04642154870497648,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_cv,Local Energy Heterogeneity,5.071796660990612,0.16345373767262128,5.059950135484208,4.939807633737565,5.211638275574002,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_entropy,Local Energy Heterogeneity,0.19649787012106384,0.012699326587370113,0.19620565114435776,0.18694372329322775,0.20599342936613768,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_gini,Local Energy Heterogeneity,0.9166506724366008,0.0021501312057041473,0.9167622712399079,0.9150058611164333,0.9179615930422251,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_hot_spots,Local Energy Heterogeneity,184.0,0.0,184.0,184.0,184.0,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_mean_MeV,Local Energy Heterogeneity,0.004215830997563899,0.0002455358093902895,0.004173703491687775,0.004069822374731302,0.0044227713951841,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_n_nonzero,Local Energy Heterogeneity,6573.74,448.37055255669947,6569.0,6175.0,6961.25,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_std_MeV,Local Energy Heterogeneity,0.021350683234632014,0.0008370952942193129,0.02131394762545824,0.02083817543461919,0.021900637075304985,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_top10pct_frac,Local Energy Heterogeneity,0.9072758865356445,0.0030222027172736,0.9072936177253723,0.905548021197319,0.9093399494886398,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_top25pct_frac,Local Energy Heterogeneity,0.9558641350269318,0.0019281053597989038,0.9560135304927826,0.9546932131052017,0.9570942670106888,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m3_energy_top5pct_frac,Local Energy Heterogeneity,0.874609750509262,0.0037024557910400593,0.8744045197963715,0.8718509078025818,0.8774771988391876,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_D10_Gy,Dose Distribution,11.673067989349365,0.5370419580473192,11.66275405883789,11.263176441192627,12.110356092453003,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_D50_Gy,Dose Distribution,1.567763521671295,0.10627842538902244,1.5790551900863647,1.497179925441742,1.6459003388881683,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_D90_Gy,Dose Distribution,0.20383158147335054,0.01120903174321587,0.2025613933801651,0.19409778714179993,0.2154437080025673,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_dose_cv,Dose Distribution,5.071258680783768,0.16344219545934277,5.059464036815379,4.939459684642817,5.211054051621042,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_dose_entropy,Dose Distribution,0.19649688342455737,0.01278498127968273,0.19635943443105897,0.1866806595188094,0.20630772297488076,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_dose_mean_Gy,Dose Distribution,22.760623474121093,1.3257694731031517,22.534170150756836,21.969589233398438,23.876898765563965,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_dose_std_Gy,Dose Distribution,115.25693954467773,4.52322884861046,115.07005310058594,112.48655891418457,118.21828269958496,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_frac_above_mean,Dose Distribution,0.04102732344728252,0.0012659842072266054,0.040989349070402595,0.040140045178938974,0.041808164075532075,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_frac_above_mean_1sd,Dose Distribution,0.028194427618630127,0.0018846099211576389,0.028068282830163216,0.026576785916103678,0.02995110242998776,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m4_frac_above_mean_2sd,Dose Distribution,0.028119419580772118,0.0018990580253073134,0.028010375019770356,0.026433127613854468,0.029797720503573797,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_dsbs_per_chrom_std,Genomic Location,20.825020080414493,4.824645680992497,20.6666683458363,16.60016056146214,24.319138646064058,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_dsbs_per_occupied_chrom_mean,Genomic Location,20.477916204903316,4.910812258414781,19.833333333333336,16.52173913043478,23.27941176470588,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_frac_intra_chrom_pairs,Genomic Location,0.1789036053264465,0.06869084181855532,0.17434157989190685,0.10874490354857513,0.23147297978048825,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_frac_intra_lt_1.0Mbp,Genomic Location,0.24397698754403993,0.07527608669241877,0.24834384512156898,0.17013068401262257,0.30445636170950297,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_frac_intra_lt_10.0Mbp,Genomic Location,0.46308780580801356,0.0849545984163552,0.4543323545760205,0.4088511173107886,0.5162322949121132,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_frac_intra_lt_5.0Mbp,Genomic Location,0.359061650221555,0.08625060406631288,0.35704718856872775,0.29582064640665134,0.40174865134331156,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_gini_per_chrom,Genomic Location,0.861381365287705,0.05377440025452363,0.88204400927329,0.8091657108116588,0.9024389148757814,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_intra_dist_mean_Mbp,Genomic Location,24.687996625348024,9.186403261574718,24.39399731787099,15.211928576236309,31.927152595642593,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_intra_dist_std_Mbp,Genomic Location,26.978020523853196,10.713345651988888,24.913160616071536,16.68785002357,37.106068505708315,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_max_dsbs_per_chrom,Genomic Location,100.32,33.05416161393297,94.5,75.25,125.0,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_n_chroms_with_ge1_dsb,Genomic Location,18.64,4.033658389105354,18.0,15.0,21.75,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_n_chroms_with_ge2_dsbs,Genomic Location,12.28,3.200249990235138,11.0,10.0,15.0,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_ph1d_gini_gaps,Genomic Location,0.9413468987051349,0.011232506529080867,0.9411259936901704,0.9353788908228098,0.946756275809965,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_ph1d_max_gap_Mbp,Genomic Location,31.55881108571903,8.955349043313332,30.490866105759874,25.635925680381668,36.23119934185969,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_ph1d_mean_gap_Mbp,Genomic Location,1.841045862856829,0.6821136516316788,1.8028705503022464,1.2568557342462234,2.2670384815478126,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m5_ph1d_n_chroms_analysed,Genomic Location,12.28,3.200249990235138,11.0,10.0,15.0,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_complexity_r_spearman,Damage Complexity,-0.030822496047982092,0.06469550971731189,-0.04214108653853566,-0.06271977079958795,-0.0068504336597466405,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_complexity_score_mean,Damage Complexity,1.36663591913857,0.04274540076466016,1.370171780359448,1.3303129709405872,1.4002219840783834,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_complexity_score_var,Damage Complexity,0.3407425472590034,0.04476678454398317,0.33762343635914094,0.3114506160098027,0.37243334870410333,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_frac_DSB,Damage Complexity,0.6885419281662044,0.029793882758145672,0.687924266912953,0.6659136546184738,0.7076013513513514,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_frac_DSBplus,Damage Complexity,0.25628022452902127,0.023366862361111806,0.25886701208981,0.24070474481658694,0.2701844599787725,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_frac_DSBpp,Damage Complexity,0.05517784730477438,0.01728913883804357,0.052843915343915346,0.04553734379135959,0.06705818261059054,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_frac_has_base_damage,Damage Complexity,0.37908782872412844,0.024191771891748415,0.3790633050626683,0.3647962179938924,0.39180995475113123,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_n_base_damage_mean,Damage Complexity,0.49068888281476275,0.037058533835139414,0.4836511047754811,0.4680444167669508,0.5103245679082767,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_n_base_damage_std,Damage Complexity,0.715394009792514,0.036116086980177785,0.7087243458821426,0.6943431894928012,0.7301648415053335,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_n_extra_backbone_mean,Damage Complexity,0.3034628873426132,0.033668226781757675,0.3043420469649978,0.28432601508992267,0.32446504272929144,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m6_n_extra_backbone_std,Damage Complexity,0.5336869338465737,0.03717353387453714,0.5365566385480111,0.5106852955566865,0.5541224382226603,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h0_betti0_mean,Topological Summaries,6.109,0.6035163626613614,6.1225000000000005,5.7425,6.4037500000000005,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h0_betti0_var,Topological Summaries,969.5222869999999,97.06303476840787,962.8444750000001,913.869175,1034.5618249999998,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h0_landscape_integral,Topological Summaries,1.9587589498724054,0.7300900835974691,1.9396660478334047,1.4907893844983582,2.310441155415864,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h0_landscape_peak_t,Topological Summaries,1.3772412060301513,0.25491963107540094,1.4020100502512565,1.2209170854271358,1.5188442211055277,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h0_persistent_entropy,Topological Summaries,4.912623313658474,0.0838285245618108,4.919862378003577,4.863408088506133,4.964640502946253,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h1_betti1_mean,Topological Summaries,0.08030000000000001,0.03950202526453549,0.07,0.051250000000000004,0.10875,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h1_betti1_var,Topological Summaries,0.1510915,0.10233980232661191,0.11555000000000001,0.07831874999999996,0.19883124999999996,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h1_landscape_integral,Topological Summaries,0.029328422603989806,0.030284787844127987,0.01619527000175299,0.005738833766700695,0.04698088566471826,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h1_landscape_peak_t,Topological Summaries,1.972628140703518,0.958337540572561,2.0679648241206032,1.3786432160804023,2.5937185929648248,50
carbon_psobp,2.1,Mild hypoxia (2.1%),Carbon pSOBP (40.9 keV/µm),m7_h1_persistent_entropy,Topological Summaries,2.5120668181237216,0.3927349526117724,2.5952870408915336,2.2400324443069746,2.8143992902650163,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_centroid_x_um,Spatial Distribution,-0.003587590143131431,0.023170128833798466,-0.005370168915655067,-0.019444971689950987,0.009612331290812806,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_centroid_y_um,Spatial Distribution,0.0019704808173436773,0.019897803548406052,0.0018086549053682437,-0.006562095183653229,0.013801805945736434,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_centroid_z_um,Spatial Distribution,-0.032058088866311014,0.16831460300122994,-0.05338605103862759,-0.1321657951043837,0.09728739278922831,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_frac_nn_within_0.5um,Spatial Distribution,0.9565039974898828,0.011037992225965215,0.9581601132634017,0.9499441624365482,0.9631773399014778,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_frac_nn_within_1.0um,Spatial Distribution,0.9768324913905553,0.008139703465041639,0.9774385072094995,0.9727739092407576,0.9813858524940319,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_frac_nn_within_2.0um,Spatial Distribution,0.9947457810597736,0.0034525273898788505,0.9950124378109453,0.9926739599878643,0.9975475140916318,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h0_max_lifetime_um,Spatial Distribution,2.688089804649353,0.4557805909967453,2.6960095167160034,2.394450545310974,3.001614511013031,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h0_mean_lifetime_um,Spatial Distribution,0.13408772164129765,0.01741694226764808,0.13375048791823874,0.12217719080533629,0.1414280141334091,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h0_n_long_components,Spatial Distribution,20.28,4.132989232988637,19.5,17.0,23.0,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h0_total_persistence_um,Spatial Distribution,52.348660476590304,5.4202316217322,51.52366394682031,48.61380401312272,55.99636298724363,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h1_max_persistence_um,Spatial Distribution,0.31205740362405776,0.16841499870847598,0.3249710202217102,0.1634317934513092,0.45974576473236084,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h1_mean_persistence_um,Spatial Distribution,0.025479331979906795,0.011198252850791976,0.022653312920046,0.018083591567774095,0.028805842565461284,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h1_n_loops,Spatial Distribution,0.64,0.6858571279792899,1.0,0.0,1.0,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_h1_total_persistence_um,Spatial Distribution,0.9697839950025081,0.4149520741774229,0.8748340029269457,0.6610066569410264,1.1960328575223684,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_n_dsbs,Spatial Distribution,405.2,25.904439773907484,406.5,393.25,421.75,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_nn_mean_um,Spatial Distribution,0.10047550705654185,0.016095019175534284,0.10014677649834565,0.09251804303284927,0.10600308051488858,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_nn_median_um,Spatial Distribution,0.034826329162208784,0.005415233608883347,0.034546931109036644,0.03076187826534004,0.03858636951937963,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_nn_std_um,Spatial Distribution,0.2712039476703896,0.04275822208688892,0.26773275795614726,0.25144105879493456,0.29675490265371407,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_r_from_center_mean_um,Spatial Distribution,2.391287136626733,0.11363211519793354,2.379380316967053,2.297745030600751,2.462202427901173,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_r_from_center_skew,Spatial Distribution,-0.04234481372227923,0.10085553847100097,-0.03924025692928504,-0.10699241747891716,0.03415976923572783,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_r_from_center_std_um,Spatial Distribution,1.293308599251034,0.05447786311607224,1.2964548506476872,1.269652526221913,1.329107695067573,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_radius_of_gyration_um,Spatial Distribution,2.7139639263250808,0.10427917708831438,2.715052361979474,2.6374628320242524,2.765858974762457,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_K_0.5um,Spatial Distribution,37.964907900791076,2.006724787359006,37.947949084905794,36.31977812094608,39.50018464419162,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_K_1.0um,Spatial Distribution,77.8113081412698,3.1450657029190827,77.31993857893562,75.39032703887665,79.55422775342684,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_K_1.5um,Spatial Distribution,116.34276675691412,4.644738052867647,115.51945579634145,112.81682788006839,119.1527773276157,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_K_2.0um,Spatial Distribution,152.90254219048202,5.673014810179506,152.06349362460463,148.72463886484996,156.70039746479972,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_L_0.5um,Spatial Distribution,1.5843129428166023,0.03675784129332633,1.5846503175268631,1.554398899799605,1.612694878997921,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_L_1.0um,Spatial Distribution,1.6479317700773874,0.035428455466834805,1.6428202771368472,1.6206498791148065,1.6680296582788294,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_L_1.5um,Spatial Distribution,1.5278952883034378,0.04003442724210226,1.5212651362344252,1.4975176728853417,1.5526120860691166,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_ripley_L_2.0um,Spatial Distribution,1.3167221921644419,0.04096463249859889,1.3111493216681025,1.2867354173346714,1.3444684636438484,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_std_x_um,Spatial Distribution,0.33581209087680014,0.06897303555392563,0.32669606634570236,0.27881714582761563,0.3769845779440426,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_std_y_um,Spatial Distribution,0.33808480225552856,0.06757889548437321,0.32710253249787186,0.28260257625968993,0.3921615462973488,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m1_std_z_um,Spatial Distribution,2.6700964514236274,0.10326664330459308,2.668869978771554,2.587670974707656,2.726039541182189,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_axial_radial_ratio,Radial Track Structure,6.128004355793187,0.969515858082642,6.055885065888495,5.351475578116899,6.751040521914716,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_complexity_r_spearman,Radial Track Structure,-0.0308669911128128,0.05952535715395687,-0.031933470660477754,-0.06328325025458073,-0.012377573590422119,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_0.5um,Radial Track Structure,0.9320736967279021,0.01585893164651532,0.9350640442011,0.9191960551993309,0.945940280820999,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_1.0um,Radial Track Structure,0.9577757768883309,0.011863475807193834,0.960201003854709,0.9491237159848622,0.9673380775395889,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_1.5um,Radial Track Structure,0.9715664790715518,0.008568366509129406,0.9729295385281529,0.9668276670857916,0.9774406018108789,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_frac_r_lt_2.0um,Radial Track Structure,0.9811790179909985,0.0068805216565497734,0.9826293103448276,0.9772274125555429,0.9860383802244268,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_r_entropy,Radial Track Structure,0.41881046525036586,0.06746292174353609,0.42294930709350825,0.38092840096619,0.4579741155271193,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_r_kurtosis,Radial Track Structure,30.964690470792426,9.035903177145785,29.75426400978207,23.50723898143545,37.48675818487995,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_r_mean_um,Radial Track Structure,0.178804569741428,0.028215495448470865,0.17463386890576657,0.15452579319725013,0.19902653397586492,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_r_skew,Radial Track Structure,5.243185890072511,0.6977977027820627,5.206419416697569,4.588109938907809,5.759805057369357,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_r_std_um,Radial Track Structure,0.4465910245143967,0.07165249595717615,0.4445601870465784,0.38828621340089897,0.49927891228404414,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_ripley_K2D_0.5um,Radial Track Structure,58.80820266913191,1.9654268988582488,59.2171340863043,57.3996610256978,60.37426974038242,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_ripley_K2D_1.0um,Radial Track Structure,62.16640054051123,1.500869368031435,62.48554319830194,60.92964020577029,63.33365678127956,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m2_z_std_um,Radial Track Structure,2.6700964514236274,0.10326664330459308,2.668869978771554,2.587670974707656,2.726039541182189,50
carbon_psobp,21.0,Atmospheric normoxia (21.0%),Carbon pSOBP (40.9 keV/µm),m3_dsb_energy_enrichment,Local Energy Heterogeneity,28.981164219695614,1.9307399562574017,28.901711330958292,27.395511301238457,30.477591845488615,50
